2047,3.6500477,0,0.13018687,3.5198608,3.9835833,3.7615832,3.6863629,2.9297842,0.51146817,0.24511047,0.075220389,0.22200001,0.0069981762,0.00177827,0.000093319,0.0049532098,0.0047599128,0.001203407,0.0075614118,0.026948695,0.0055352858,0.0002987492,0.0089227282,0.0061672246,0.029184556,0.11535162,0.013718344,0.0044728112,0.0016056657,0.0023813562,4.5721938E-07,0.048465668,0.0030137476,0.0021896328,0.000283157,0,0.0007296858,0.000017776,5.2413266E-06,0.0005802891,-0.19452367,-0.037512594,0.15339467,-0.19111131,-0.078121674,0.05882723,-0.1,-0.55069647,-0.0001674658,0.34258877,0.087552925,-0.22474301,0.076266472
2048,3.6390339,0,0.086078125,3.5529558,4.0089697,3.7921318,3.7162261,2.9582922,0.51092632,0.2470076,0.075905672,0.21683792,0.0070573676,0.0018002083,9.4220516E-05,0.0049396188,0.0047454489,0.0012252901,0.0076492737,0.027275519,0.0056578596,0.0002913768,0.0089288956,0.0062405929,0.02854502,0.11399112,0.013525101,0.0044548689,0.0016045272,0.0022734164,3.7364523E-07,0.045834949,0.0029183013,0.0020999986,0.0002687466,0,0.000719177,1.685538E-05,5.1802317E-06,0.0005802891,-0.18840458,-0.037361283,0.15185878,-0.18472651,-0.077225782,0.05905021,-0.1,-0.54603199,-4.3466909E-05,0.3405877,0.087459504,-0.22506375,0.075482647
2049,3.6450802,0,0.059268125,3.5858121,4.0341788,3.8224255,3.7458464,2.9866207,0.51034637,0.24887926,0.076579106,0.21175338,0.0071168705,0.0018222598,9.5118233E-05,0.0049258029,0.0047264513,0.001247384,0.0077332886,0.027600151,0.0057806149,0.0002840655,0.0089322379,0.006314861,0.027916939,0.11264305,0.013334302,0.0044369723,0.0016033878,0.0021702217,3.0533013E-07,0.043248487,0.0028218357,0.0020128015,0.000254988,0,0.0007086994,1.5979183E-05,5.1298535E-06,0.0005802891,-0.18228549,-0.037209973,0.1503229,-0.17834172,-0.07632989,0.059273189,-0.1,-0.54132315,-1.1647997E-06,0.33857706,0.087359514,-0.22539236,0.074698822
2050,3.6604819,0,0.043176875,3.6173051,4.0591165,3.852353,3.7751114,3.0146618,0.50972392,0.25072571,0.077241567,0.20676352,0.0071766851,0.0018444245,9.6012118E-05,0.0049117606,0.0047036531,0.0012696647,0.0078135519,0.027922479,0.0059035322,0.0002768126,0.0089329625,0.0063900288,0.027299874,0.11130687,0.013145838,0.0044191135,0.001602247,0.0020715272,2.4948538E-07,0.04072413,0.0027249622,0.0019280926,0.000241858,0,0.0006982534,1.5148564E-05,5.0698884E-06,0.0005802891,-0.17704176,-0.037029285,0.14876748,-0.17269051,-0.075430131,0.059340682,-0.1,-0.53675984,0,0.33655575,0.0872522,-0.22572467,0.073906914
2051,3.6786363,0,0.032265625,3.6463707,4.08375,3.8818681,3.8039741,3.0423684,0.50905847,0.25254724,0.077893989,0.2018819,0.0072368111,0.0018667023,9.6902173E-05,0.0048974912,0.0046776976,0.0012921133,0.0078901682,0.028242487,0.006026597,0.0002696159,0.0089313073,0.006466096,0.026693559,0.10998233,0.012959641,0.0044012885,0.0016011046,0.0019771233,2.0383531E-07,0.03827569,0.0026282233,0.0018459095,0.0002293316,0,0.0006878361,1.4361105E-05,5.0014388E-06,0.0005802891,-0.17354874,-0.036789844,0.147173,-0.16850646,-0.074522638,0.059097201,-0.1,-0.53253812,0,0.33452362,0.087137471,-0.22605235,0.07309884
2052,3.6992761,0,0.025655,3.6736211,4.1076787,3.9105597,3.8320378,3.0693909,0.5083022,0.2543447,0.078521946,0.197119,0.0072970155,0.0018890267,9.7789666E-05,0.0048830413,0.0046579565,0.0013139269,0.0079610954,0.02854524,0.0061482409,0.0002625227,0.0089229587,0.0065431319,0.026097913,0.10866949,0.012775689,0.0043834973,0.0015999606,0.0018868325,1.6651981E-07,0.03591341,0.0025320783,0.0017662821,0.0002173862,0,0.0006774602,0.000013611,4.929528E-06,0.0005802891,-0.17093108,-0.036521025,0.14555899,-0.16505599,-0.073611278,0.058698233,-0.1,-0.52847451,0,0.33242947,0.08700709,-0.22637123,0.072282683
2053,3.7722813,0,0.07252875,3.6997525,4.1305448,3.9380626,3.8589517,3.095422,0.5074108,0.25611895,0.079110861,0.19248214,0.0073570652,0.0019113309,9.8675868E-05,0.0048684564,0.0046520271,0.0013343495,0.0080243532,0.028816784,0.0062669218,0.0002555785,0.0089041123,0.0066212062,0.025512837,0.10736836,0.012593959,0.0043657397,0.0015988149,0.0018004827,0.000000136,0.033644524,0.0024369069,0.0016892135,0.0002060009,0,0.0006671316,1.2896311E-05,4.8541942E-06,0.0005802891,-0.16831342,-0.036252207,0.14394497,-0.16160553,-0.072699917,0.058299264,-0.1,-0.52437962,0,0.33026217,0.086853414,-0.22668132,0.071466527
2054,3.8709869,0,0.14625187,3.7247351,4.1522856,3.9643141,3.8846542,3.1204161,0.50636783,0.25787024,0.079659876,0.18797153,0.0074169602,0.001933615,9.9560777E-05,0.0048537286,0.0046569184,0.0013534257,0.0080800703,0.02905831,0.006382635,0.0002487758,0.0088755577,0.0067003184,0.024937154,0.10607688,0.012414141,0.0043479872,0.0015976657,0.0017177825,1.1107942E-07,0.031472974,0.0023429471,0.0016146593,0.0001951489,0,0.0006568366,1.2218389E-05,4.7349212E-06,0.0005802891,-0.16569575,-0.035983388,0.14233096,-0.15815507,-0.071788557,0.057900296,-0.1,-0.52025291,0,0.32805678,0.08667361,-0.22698262,0.07065037
2055,3.9298031,0,0.18119062,3.7486124,4.1729466,3.9893592,3.90919,3.1444232,0.50516798,0.25959884,0.08016912,0.18358743,0.0074767003,0.001955879,0.0001004444,0.0048388524,0.0046703129,0.001371208,0.0081284087,0.029271199,0.0064953916,0.0002421086,0.008838147,0.0067804683,0.024370143,0.10479381,0.012236042,0.0043302219,0.0015965118,0.0016385086,9.0688315E-08,0.029401251,0.0022504339,0.0015425933,0.0001848082,0,0.0006465695,1.1575074E-05,4.5783212E-06,0.0005802891,-0.16307809,-0.035714569,0.14071695,-0.1547046,-0.070877197,0.057501328,-0.1,-0.51609378,0,0.32581187,0.086466768,-0.22727512,0.069834213
2056,3.9622374,0,0.19056187,3.7716755,4.1928049,4.0134699,3.9328285,3.1676809,0.5038426,0.261305,0.080641381,0.17933496,0.0075362855,0.0019781228,0.0001013267,0.0048238323,0.0046907899,0.0013877905,0.0081696746,0.02945783,0.0066052679,0.0002355749,0.0087932303,0.0068616555,0.023812543,0.10352068,0.012059852,0.0043124637,0.0015953544,0.0015626181,0.000000074,0.027431658,0.0021596858,0.0014730283,0.0001749626,0,0.0006363444,0.000010965,4.4414188E-06,0.0005802891,-0.16046043,-0.035445751,0.13910293,-0.15125414,-0.069965836,0.05710236,-0.1,-0.51190167,0,0.32353521,0.086238291,-0.22755883,0.069018057
2057,3.9682578,0,0.17415125,3.7941065,4.2120314,4.0368145,3.9557353,3.1903291,0.50241719,0.26298897,0.081079224,0.17521694,0.007595716,0.0020003466,0.0001022078,0.0048086721,0.0047171618,0.0014032596,0.0082041562,0.029620363,0.0067123359,0.0002291724,0.0087419522,0.0069438797,0.023264898,0.1022587,0.011885716,0.0042947289,0.0015941946,0.0014900444,6.0406705E-08,0.025564892,0.0020709573,0.0014059595,0.0001655954,0,0.0006261853,1.0386679E-05,4.3313171E-06,0.0005802891,-0.15784277,-0.035176932,0.13748892,-0.14780367,-0.069054476,0.056703392,-0.1,-0.50767597,0,0.32123311,0.08599258,-0.22783374,0.0682019
2058,3.9461819,0,0.13018687,3.815995,4.2307057,4.0594712,3.9779861,3.2124211,0.500914,0.264651,0.08148511,0.17123452,0.0076549918,0.0020225502,0.0001030875,0.0047933754,0.004748457,0.0014176967,0.0082321317,0.029760807,0.0068166669,0.0002228988,0.0086853068,0.0070271405,0.022727644,0.10100891,0.011713759,0.0042770324,0.0015930334,0.0014207077,4.9286423E-08,0.023800392,0.0019844529,0.0013413736,0.00015669,0,0.0006161015,9.8387657E-06,4.2477089E-06,0.0005802891,-0.15522511,-0.034908113,0.13587491,-0.14435321,-0.068143115,0.056304424,-0.1,-0.50341605,0,0.31891109,0.08573347,-0.22809986,0.067385743
2059,3.9234708,0,0.086078125,3.8373926,4.2488692,4.0814811,3.9996195,3.2339723,0.49935582,0.26629131,0.081861627,0.16738815,0.0077141128,0.0020447337,0.000103966,0.0047779466,0.0047839274,0.0014311826,0.0082538838,0.029881134,0.0069183381,0.0002167522,0.0086242126,0.0071114378,0.022201252,0.099772508,0.011544122,0.0042593914,0.001591872,0.0013545327,4.020748E-08,0.022136708,0.0019003397,0.001279242,0.000148231,0,0.0006061097,9.3198972E-06,4.1942578E-06,0.0005802891,-0.15260745,-0.034639295,0.13426089,-0.14090274,-0.067231755,0.055905456,-0.1,-0.49912127,0,0.31657481,0.085464889,-0.22835718,0.066569586
2060,3.9172628,0,0.059268125,3.8579947,4.2664626,4.1027873,4.0205769,3.2549163,0.49775039,0.26791016,0.082210382,0.1636753,0.0077730792,0.0020668971,0.0001048431,0.0047623868,0.0048227991,0.0014437773,0.0082696336,0.029982797,0.0070174011,0.0002107291,0.0085592684,0.007196771,0.021685682,0.098549666,0.01137681,0.0042418092,0.0015907104,0.0012913915,3.2796468E-08,0.020571285,0.0018187124,0.0012195223,0.0001401955,0,0.000596217,8.8285955E-06,4.151799E-06,0.0005802891,-0.15019681,-0.034363256,0.13263177,-0.13757976,-0.066331782,0.05544622,-0.1,-0.4948273,0,0.31422619,0.085188175,-0.22860518,0.065747066
2061,3.9206221,0,0.043176875,3.8774453,4.2833805,4.1232891,4.0407569,3.2751546,0.49609457,0.26950776,0.082532246,0.16009134,0.0078318908,0.0020890404,0.000105719,0.0047466942,0.0048643059,0.0014555237,0.0082795517,0.030066832,0.0071138864,0.0002048255,0.0084908364,0.00728314,0.021180527,0.097339816,0.011211728,0.0042242787,0.0015895483,0.0012311234,2.6747178E-08,0.019100786,0.0017396092,0.0011621583,0.0001325653,0,0.0005864175,8.3633187E-06,4.1007486E-06,0.0005802891,-0.14820022,-0.034072778,0.13097241,-0.13451172,-0.065454584,0.054866449,-0.1,-0.49057115,0,0.31186438,0.084902787,-0.22884281,0.064911816
2062,3.9280324,0,0.032265625,3.8957668,4.2994038,4.1427723,4.0599285,3.2944862,0.49436001,0.27108232,0.082843814,0.15663153,0.0078906573,0.0021111461,0.0001065938,0.0047309014,0.004907918,0.0014664153,0.0082850417,0.030144877,0.0072092168,0.000199059,0.0084213495,0.007370638,0.020685493,0.096142608,0.01104881,0.0042067957,0.0015883854,0.0011735879,2.1809394E-08,0.01772143,0.001663031,0.0011070803,0.0001253241,0,0.0005767133,0.000007919,4.0389392E-06,0.0005802891,-0.14641066,-0.033775079,0.12929795,-0.13157117,-0.064588774,0.054226409,-0.1,-0.48631766,0,0.30948679,0.084603838,-0.22906953,0.064070202
2063,3.9387019,0,0.025655,3.9130469,4.3143802,4.1610887,4.077928,3.3127723,0.49252369,0.27263205,0.083160726,0.15329142,0.0079494883,0.002133197,0.0001074676,0.0047150413,0.0049532296,0.0014764487,0.0082874681,0.030227816,0.0073047912,0.0001934468,0.0083529731,0.0074593583,0.020200407,0.094957903,0.010888023,0.0041893593,0.0015872216,0.0011186617,1.7779047E-08,0.016429306,0.0015889772,0.0010542261,0.000118452,0,0.0005671088,7.4946675E-06,3.9703357E-06,0.0005802891,-0.1446211,-0.033477381,0.12762349,-0.12863062,-0.063722964,0.05358637,-0.1,-0.48203035,0,0.30708755,0.084287366,-0.22928534,0.063228589
2064,4.0018523,0,0.07252875,3.9293236,4.3283486,4.178282,4.0948,3.3300499,0.49059289,0.27415717,0.083482014,0.15006664,0.0080083837,0.002155193,0.0001083405,0.0046991131,0.0049998392,0.0014856701,0.0082869189,0.030315156,0.0074005908,0.0001879845,0.0082855236,0.0075493006,0.019725095,0.093785576,0.010729334,0.0041719685,0.0015860568,0.0010662276,1.4489985E-08,0.015220558,0.0015174575,0.0010035333,0.0001119355,0,0.000557602,7.0927534E-06,3.8981559E-06,0.0005802891,-0.14283154,-0.033179683,0.12594902,-0.12569006,-0.062857153,0.052946331,-0.1,-0.47770859,0,0.30466375,0.083954626,-0.22949024,0.062386975
2065,4.0907387,0,0.14625187,3.9444869,4.3412069,4.1942577,4.1104526,3.3462466,0.48854814,0.27565792,0.083805004,0.14694922,0.0080673434,0.002177134,0.0001092124,0.0046831092,0.005047047,0.0014940865,0.0082833675,0.030405597,0.0074965401,0.0001826657,0.0082184365,0.0076404645,0.019258584,0.092623739,0.010572475,0.0041545961,0.0015848893,0.0010161007,1.180564E-08,0.014090779,0.0014484047,0.0009549227,0.0001057533,0,0.0005481751,6.7118613E-06,3.7833662E-06,0.0005802891,-0.14104198,-0.032881984,0.12427456,-0.12274951,-0.061991343,0.052306291,-0.1,-0.47335175,0,0.30221035,0.083602264,-0.22968424,0.061545361
2066,4.1397461,0,0.18119062,3.9585555,4.3529767,4.209044,4.1249161,3.3614003,0.48638122,0.27713453,0.084127941,0.14393269,0.0081263674,0.0021990202,0.0001100833,0.0046670246,0.0050944053,0.0015017167,0.0082768275,0.030498213,0.007592583,0.0001774849,0.0081513658,0.0077328495,0.018800248,0.091471207,0.010417275,0.0041372246,0.0015837179,0.0009681372,9.614892E-09,0.013035781,0.0013817774,0.0009083224,0.000099887,0,0.0005388293,6.3507447E-06,3.6325773E-06,0.0005802891,-0.13925242,-0.032584286,0.12260009,-0.11980895,-0.061125532,0.051666252,-0.1,-0.46895916,0,0.29972513,0.083228869,-0.22986733,0.060703748
2067,4.1623578,0,0.19056187,3.9717959,4.3639118,4.2228964,4.1384446,3.3757368,0.48412053,0.27858726,0.084451772,0.14101546,0.0081854556,0.0022208515,0.0001109533,0.0046508635,0.0051420575,0.0015086286,0.0082674663,0.030593291,0.0076887421,0.0001724398,0.0080845676,0.0078264554,0.018350591,0.090329227,0.01026389,0.0041198731,0.0015825437,0.0009223012,7.8279725E-09,0.012052031,0.0013176038,0.0008636877,9.4324609E-05,0,0.0005295755,6.0085805E-06,3.5016776E-06,0.0005802891,-0.13746286,-0.032286588,0.12092563,-0.1168684,-0.060259722,0.051026213,-0.1,-0.46453015,0,0.29721516,0.082839336,-0.23003952,0.059862134
2068,4.1585262,0,0.17415125,3.9843749,4.3741687,4.2359734,4.1511962,3.3893909,0.481789,0.28001636,0.0847772,0.13819529,0.0082446082,0.0022426278,0.0001118224,0.0046346298,0.0051900922,0.0015148828,0.0082554366,0.030691028,0.0077850357,0.0001675278,0.0080182267,0.0079212817,0.017909975,0.089198785,0.010112441,0.0041025574,0.0015813679,0.0008785434,6.3711678E-09,0.011135909,0.001255889,0.0008209727,8.9054201E-05,0,0.000520422,5.6845332E-06,3.3974969E-06,0.0005802891,-0.1356733,-0.031988889,0.11925117,-0.11392784,-0.059393912,0.050386174,-0.1,-0.46006401,0,0.29468619,0.082437618,-0.2302008,0.059020521
2069,4.1265564,0,0.13018687,3.9963695,4.3838153,4.2483456,4.1632407,3.4024123,0.47940638,0.28142207,0.08510483,0.13546972,0.0083038251,0.0022643494,0.0001126905,0.0046183271,0.0052385788,0.0015205363,0.0082408838,0.030791592,0.0078814816,0.0001627464,0.0079524908,0.008017328,0.017478679,0.088080744,0.00996303,0.0040852917,0.0015801914,0.0008368073,5.1840231E-09,0.010283784,0.0011966246,0.0007801258,8.4063933E-05,0,0.0005113819,5.3777743E-06,3.3195663E-06,0.0005802891,-0.13388375,-0.031691191,0.1175767,-0.11098729,-0.058528101,0.049746134,-0.1,-0.45556003,0,0.29214314,0.082027122,-0.23035117,0.058178907
2070,4.0936458,0,0.086078125,4.0075677,4.3928844,4.260048,4.1746126,3.4148148,0.47699313,0.28280467,0.085435433,0.13283643,0.0083631064,0.002286016,0.0001135577,0.0046019596,0.0052876221,0.0015256467,0.0082239609,0.030895241,0.0079781052,0.0001580932,0.0078875295,0.008114594,0.017057013,0.086976059,0.0098157721,0.0040680923,0.0015790153,0.0007970391,4.2170652E-09,0.0094920985,0.0011397872,0.0007410989,7.9337633E-05,0,0.0005024628,5.0875188E-06,3.271396E-06,0.0005802891,-0.13230147,-0.031386276,0.11588707,-0.10817425,-0.057673685,0.049045669,-0.1,-0.45105857,0,0.28959119,0.081611371,-0.23049012,0.057330903
2071,4.0769187,0,0.059268125,4.0176506,4.4013091,4.2710175,4.1852487,3.4265291,0.47455519,0.28416438,0.085768841,0.13029158,0.0084224522,0.0023076278,0.0001144239,0.0045855283,0.0053371276,0.001530251,0.0082047634,0.031001816,0.0080749034,0.0001535648,0.007823303,0.0082130792,0.016644888,0.08588483,0.0096706683,0.0040509625,0.00157784,0.0007591552,3.4296788E-09,0.0087572195,0.0010853267,0.0007038256,7.4863663E-05,0,0.0004936646,4.8129103E-06,3.2344753E-06,0.0005802891,-0.13113378,-0.031066928,0.1141671,-0.10561625,-0.056842057,0.048224353,-0.1,-0.44660149,0,0.28703181,0.08119139,-0.23061658,0.05647012
2072,4.0697527,0,0.043176875,4.0265759,4.4088029,4.2809727,4.1948559,3.4372972,0.47205922,0.28549944,0.086116836,0.12783017,0.008481982,0.0023291678,0.0001152881,0.0045690527,0.005382536,0.0015343458,0.0081842992,0.031123121,0.0081733046,0.0001491592,0.0077617018,0.0083128772,0.016241934,0.084806514,0.0095276333,0.0040338958,0.0015766649,0.0007230532,2.7885469E-09,0.0080754342,0.0010331549,0.0006682319,7.0635144E-05,0,0.0004849876,4.5530609E-06,3.1872806E-06,0.0005802891,-0.13017337,-0.030740364,0.11243197,-0.10318576,-0.056021822,0.04734261,-0.1,-0.44214901,0,0.28446102,0.08076144,-0.23073003,0.055602947
2073,4.0666372,0,0.032265625,4.0343716,4.4151509,4.2897032,4.2032121,3.4469269,0.46947717,0.28680809,0.086491016,0.1254477,0.0085418157,0.0023506189,0.0001161491,0.0045525522,0.0054201794,0.0015379298,0.0081635475,0.031270158,0.0082747109,0.0001448743,0.0077043991,0.0084140811,0.01584787,0.083740731,0.0093866062,0.0040168879,0.0015754897,0.0006886422,2.2665493E-09,0.0074432423,0.000983184,0.0006342553,6.6635761E-05,0,0.0004764275,4.3071544E-06,0.000003129,0.0005802891,-0.12921296,-0.030413799,0.11069684,-0.10075528,-0.055201588,0.046460868,-0.1,-0.43765983,0,0.28187154,0.080316687,-0.23083048,0.054735773
2074,4.066707,0,0.025655,4.041052,4.4203688,4.2972285,4.2103384,3.4554329,0.46681491,0.28809056,0.086890124,0.12314033,0.0086019532,0.0023719813,0.000117007,0.0045360261,0.0054514583,0.001541029,0.0081425039,0.031440911,0.0083790459,0.0001407067,0.0076508112,0.0085166906,0.01546251,0.0826873,0.0092475528,0.0039999378,0.0015743145,0.0006558425,1.841663E-09,0.0068574304,0.0009353481,0.000601832,6.2850589E-05,0,0.0004679818,4.0744413E-06,3.0663225E-06,0.0005802891,-0.12825255,-0.030087235,0.10896171,-0.098324792,-0.054381354,0.045579126,-0.1,-0.43313325,0,0.2792601,0.079858148,-0.23091792,0.0538686
2075,4.1191713,0,0.07252875,4.0466425,4.4244793,4.3035749,4.216262,3.4628368,0.46407807,0.28934711,0.087312871,0.12090444,0.0086623944,0.002393255,0.0001178618,0.0045194739,0.0054775153,0.0015436682,0.0081211662,0.03163351,0.0084862352,0.0001366533,0.007600433,0.0086207052,0.015085675,0.081646059,0.0091104414,0.0039830446,0.0015731391,0.0006245786,1.4959217E-09,0.0063149463,0.0008895853,0.0005709019,5.9270821E-05,0,0.0004596543,3.8542143E-06,3.0009355E-06,0.0005802891,-0.12729214,-0.029760671,0.10722657,-0.095894306,-0.05356112,0.044697383,-0.1,-0.42856854,0,0.27662803,0.079386794,-0.23099236,0.053001427
2076,4.197278,0,0.14625187,4.0510261,4.4273734,4.3086395,4.2208835,3.4690594,0.46124612,0.29057798,0.087756059,0.11873386,0.0087231392,0.0024144399,0.0001187134,0.0045028882,0.0054988725,0.0015458329,0.0080994217,0.031845329,0.008596139,0.0001327091,0.0075524495,0.0087261246,0.014716566,0.080615317,0.0089750397,0.0039661821,0.0015719617,0.0005947357,1.2145891E-09,0.0058127131,0.000845795,0.000541402,5.5886242E-05,0,0.0004514295,3.6456638E-06,2.8942718E-06,0.0005802891,-0.12633173,-0.029434106,0.10549144,-0.093463821,-0.052740886,0.043815641,-0.1,-0.42396496,0,0.27396989,0.078899094,-0.23105379,0.052134254
2077,4.2354,0,0.18119062,4.0542094,4.429061,4.3124373,4.2242199,3.4741267,0.45830976,0.29178343,0.088217315,0.11662373,0.0087841876,0.0024355361,0.0001195618,0.0044862641,0.0055160922,0.0015475226,0.0080772003,0.03207421,0.0087086411,0.0001288702,0.007506281,0.0088329481,0.014354659,0.079593994,0.0088411977,0.0039493338,0.0015707813,0.0005662236,0.000000001,0.0053479023,0.0008038913,0.0005132661,5.2683104E-05,0,0.0004433035,3.4480877E-06,2.7528429E-06,0.0005802891,-0.12537132,-0.029107542,0.10375631,-0.091033335,-0.051920651,0.042933899,-0.1,-0.41932173,0,0.27128312,0.078393448,-0.23110221,0.05126708
2078,4.2470212,0,0.19056187,4.0564594,4.4297941,4.3152209,4.2265234,3.4782569,0.4553028,0.29296374,0.088697483,0.11457319,0.0088455396,0.0024565435,0.0001204072,0.0044696078,0.0055303,0.0015487991,0.0080546159,0.032319588,0.0088237346,0.0001251353,0.0074620361,0.0089411755,0.014000301,0.078583134,0.0087090448,0.0039325178,0.0015695989,0.0005390161,7.9960404E-10,0.0049181556,0.000763854,0.0004864513,4.9651305E-05,0,0.0004352846,0.000003261,2.6333814E-06,0.0005802891,-0.12441091,-0.028780977,0.10202117,-0.088602849,-0.051100417,0.042052156,-0.1,-0.41463807,0,0.26857631,0.07787568,-0.23113763,0.050399907
2079,4.2321612,0,0.17415125,4.05801,4.4297763,4.317195,4.2279949,3.4815823,0.45229337,0.29411916,0.089200085,0.11258136,0.0089071955,0.0024774622,0.0001212493,0.0044529351,0.0055430287,0.0015497779,0.0080319426,0.032582307,0.008941518,0.0001215051,0.0074203572,0.0090508063,0.013653731,0.077583565,0.0085786804,0.0039157494,0.0015684157,0.0005130792,6.4847504E-10,0.0045214209,0.0007256946,0.0004609301,4.6791186E-05,0,0.0004273727,0.000003084,2.5540997E-06,0.0005802891,-0.1234505,-0.028454413,0.10028604,-0.086172364,-0.050280183,0.041170414,-0.1,-0.40991315,0,0.2658671,0.077357526,-0.23116004,0.049532734
2080,4.1881846,0,0.13018687,4.0579978,4.4291105,4.3184635,4.2287358,3.4841511,0.44933472,0.29524995,0.089727712,0.11064704,0.0089691554,0.0024982922,0.0001220884,0.0044362603,0.0055554133,0.0015505571,0.0080094143,0.032862945,0.0090620743,0.0001179796,0.0073816925,0.0091618399,0.013315118,0.076595986,0.0084501869,0.0038990419,0.0015672327,0.000488375,5.2585564E-10,0.004155641,0.0006893957,0.0004366707,4.4092541E-05,0,0.0004195791,2.9164998E-06,2.514916E-06,0.0005802891,-0.12268642,-0.028192682,0.098904786,-0.084231915,-0.049631767,0.040465159,-0.1,-0.40611406,0,0.26316938,0.076848151,-0.23117338,0.048843553
